Datum,Celkový počet,Tržba
2024-01-01,19,660.0
2024-01-02,55,3205.0
2024-01-03,49,2500.0
2024-01-04,42,2500.0
2024-01-05,53,3310.0
2024-01-06,54,2772.0
2024-01-07,38,1810.0
2024-01-08,31,1300.0
2024-01-09,68,4566.0
2024-01-10,64,3875.0
2024-01-11,43,2110.0
2024-01-12,50,2752.0
2024-01-13,40,2520.0
2024-01-14,44,2360.0
2024-01-15,50,3170.0
2024-01-16,65,3974.0
2024-01-17,55,4026.0
2024-01-18,52,3326.0
2024-01-19,40,1810.0
2024-01-20,59,3604.0
2024-01-21,39,2403.0
2024-01-22,46,3190.0
2024-01-23,59,3151.0
2024-01-24,57,3543.0
2024-01-25,52,3433.0
2024-01-26,39,2729.0
2024-01-27,34,1849.0
2024-01-28,57,3201.0
2024-01-29,52,2636.0
2024-01-30,64,4243.0
2024-01-31,57,3669.0
2024-02-01,47,2361.0
2024-02-02,52,2569.0
2024-02-03,45,2818.0
2024-02-04,51,2805.0
2024-02-05,47,3151.0
2024-02-06,53,3548.0
2024-02-07,63,3168.0
2024-02-08,49,2783.0
2024-02-09,46,2377.0
2024-02-10,26,1616.0
2024-02-11,49,2678.0
2024-02-12,49,2384.0
2024-02-13,64,3788.0
2024-02-14,41,1970.0
2024-02-15,59,4110.0
2024-02-16,50,2631.0
2024-02-17,45,2531.0
2024-02-18,41,2616.0
2024-02-19,41,1748.0
2024-02-20,57,3179.0
2024-02-21,62,3548.0
2024-02-22,55,3016.0
2024-02-23,46,2071.0
2024-02-24,30,2022.0
2024-02-25,42,2337.0
2024-02-26,56,3545.0
2024-02-27,68,4188.0
2024-02-28,65,3499.0
2024-02-29,48,2827.0
2024-03-01,48,2127.0
2024-03-02,41,2302.0
2024-03-03,26,923.0
2024-03-04,30,1740.0
2024-03-05,53,2807.0
2024-03-06,49,2785.0
2024-03-07,48,2618.0
2024-03-08,49,2914.0
2024-03-09,24,1615.0
2024-03-10,24,1267.0
2024-03-11,37,1385.0
2024-03-12,63,3919.0
2024-03-13,48,2251.0
2024-03-14,45,2871.0
2024-03-15,41,2122.0
2024-03-16,32,1803.0
2024-03-17,33,1727.0
2024-03-18,43,1839.0
2024-03-19,48,2704.0
2024-03-20,58,3073.0
2024-03-21,54,3938.0
2024-03-22,41,2134.0
2024-03-23,45,3238.0
2024-03-24,41,1947.0
2024-03-25,47,2108.0
2024-03-26,53,3257.0
2024-03-27,44,2416.0
2024-03-28,47,2924.0
2024-03-29,45,2785.0
2024-03-30,28,1703.0
2024-03-31,30,1507.0
2024-04-01,16,476.0
2024-04-02,50,3098.0
2024-04-03,59,3471.0
2024-04-04,44,2621.0
2024-04-05,48,2494.0
2024-04-06,29,1909.0
2024-04-07,30,1466.0
2024-04-08,36,1953.0
2024-04-09,51,3035.0
2024-04-10,46,2680.0
2024-04-11,42,2633.0
2024-04-12,28,1252.0
2024-04-13,19,1195.0
2024-04-14,25,1428.0
2024-04-15,37,1907.0
2024-04-16,37,1585.0
2024-04-17,41,2261.0
2024-04-18,43,2665.0
2024-04-19,48,2398.0
2024-04-20,36,1823.0
2024-04-21,29,1159.0
2024-04-22,43,1745.0
2024-04-23,55,2640.0
2024-04-24,45,2551.0
2024-04-25,50,2970.0
2024-04-26,35,1477.0
2024-04-27,29,1768.0
2024-04-28,24,1658.0
2024-04-29,46,2696.0
2024-04-30,39,1973.0
2024-05-01,31,1395.0
2024-05-02,56,3712.0
2024-05-03,43,2136.0
2024-05-04,32,1850.0
2024-05-05,31,1608.0
2024-05-06,41,2081.0
2024-05-07,66,4145.0
2024-05-08,36,1763.0
2024-05-09,38,2387.0
2024-05-10,52,2853.0
2024-05-11,22,1493.0
2024-05-12,18,1242.0
2024-05-13,30,1106.0
2024-05-14,48,2327.0
2024-05-15,49,2529.0
2024-05-16,38,2668.0
2024-05-17,41,2017.0
2024-05-18,32,2057.0
2024-05-19,29,1574.0
2024-05-20,32,1581.0
2024-05-21,46,2453.0
2024-05-22,48,2668.0
2024-05-23,35,2525.0
2024-05-24,28,1093.0
2024-05-25,21,1443.0
2024-05-26,20,1044.0
2024-05-27,36,1884.0
2024-05-28,63,4134.0
2024-05-29,40,2156.0
2024-05-30,39,2285.0
2024-05-31,42,2494.0
2024-06-01,33,2213.0
2024-06-02,40,2003.0
2024-06-03,45,2521.0
2024-06-04,57,3884.0
2024-06-05,35,1256.0
2024-06-06,35,2105.0
2024-06-07,38,1784.0
2024-06-08,28,1660.0
2024-06-09,19,856.0
2024-06-10,32,1613.0
2024-06-11,51,3173.0
2024-06-12,36,1834.0
2024-06-13,41,2237.0
2024-06-14,25,971.0
2024-06-15,27,1775.0
2024-06-16,26,1666.0
2024-06-17,41,1660.0
2024-06-18,48,2663.0
2024-06-19,27,1052.0
2024-06-20,29,1736.0
2024-06-21,37,1852.0
2024-06-22,28,1795.0
2024-06-23,27,1492.0
2024-06-24,28,1519.0
2024-06-25,37,1532.0
2024-06-26,24,981.0
2024-06-27,37,1936.0
2024-06-28,32,1686.0
2024-06-29,24,1455.0
2024-06-30,21,1262.0
2024-07-01,26,1398.0
2024-07-02,32,1856.0
2024-07-03,35,1897.0
2024-07-04,26,1612.0
2024-07-05,36,2558.0
2024-07-06,15,874.0
2024-07-07,20,920.0
2024-07-08,,
2024-07-09,,
2024-07-10,,
2024-07-11,,
2024-07-12,,
2024-07-13,,
2024-07-14,,
2024-07-15,,
2024-07-16,,
2024-07-17,,
2024-07-18,,
2024-07-19,,
2024-07-20,6,480.0
2024-07-21,2,160.0
2024-07-22,,
2024-07-23,,
2024-07-24,13,1350.0
2024-07-25,8,840.0
2024-07-26,12,723.0
2024-07-27,20,1670.0
2024-07-28,8,790.0
2024-07-29,22,1158.0
2024-07-30,26,1644.0
2024-07-31,17,857.0
2024-08-01,23,1392.0
2024-08-02,29,1620.0
2024-08-03,28,1934.0
2024-08-04,21,1227.0
2024-08-05,18,787.0
2024-08-06,36,2524.0
2024-08-07,30,1809.0
2024-08-08,25,1617.0
2024-08-09,32,2112.0
2024-08-10,17,1075.0
2024-08-11,18,1502.0
2024-08-12,18,789.0
2024-08-13,27,1250.0
2024-08-14,24,1310.0
2024-08-15,30,1744.0
2024-08-16,20,757.0
2024-08-17,25,1566.0
2024-08-18,20,1067.0
2024-08-19,14,466.0
2024-08-20,33,2046.0
2024-08-21,25,1270.0
2024-08-22,24,1039.0
2024-08-23,27,1345.0
2024-08-24,12,694.0
2024-08-25,22,1144.0
2024-08-26,20,778.0
2024-08-27,28,1509.0
2024-08-28,17,911.0
2024-08-29,19,622.0
2024-08-30,27,1576.0
2024-08-31,21,1323.0
2024-09-01,19,848.0
2024-09-02,17,598.0
2024-09-03,27,1347.0
2024-09-04,27,870.0
2024-09-05,22,865.0
2024-09-06,20,781.0
2024-09-07,13,368.0
2024-09-08,17,896.0
2024-09-09,29,1340.0
2024-09-10,41,1804.0
2024-09-11,22,1195.0
2024-09-12,26,1038.0
2024-09-13,1,0.0
2024-09-14,1,0.0
2024-09-15,,
2024-09-16,1,0.0
2024-09-17,,
2024-09-18,38,1941.0
2024-09-19,33,2457.0
2024-09-20,22,1395.0
2024-09-21,17,744.0
2024-09-22,19,1076.0
2024-09-23,28,1468.0
2024-09-24,42,2243.0
2024-09-25,36,2185.0
2024-09-26,29,1648.0
2024-09-27,38,2541.0
2024-09-28,25,1773.0
2024-09-29,14,805.0
2024-09-30,29,1221.0
2024-10-01,49,3782.0
2024-10-02,33,1511.0
2024-10-03,28,1812.0
2024-10-04,38,2279.0
2024-10-05,25,1238.0
2024-10-06,19,877.0
2024-10-07,36,2185.0
2024-10-08,34,1757.0
2024-10-09,52,2826.0
2024-10-10,20,836.0
2024-10-11,34,1777.0
2024-10-12,19,966.0
2024-10-13,25,1486.0
2024-10-14,39,2141.0
2024-10-15,47,2323.0
2024-10-16,38,1953.0
2024-10-17,28,1208.0
2024-10-18,40,2163.0
2024-10-19,29,1232.0
2024-10-20,25,1428.0
2024-10-21,42,1995.0
2024-10-22,34,1722.0
2024-10-23,40,2046.0
2024-10-24,20,867.0
2024-10-25,24,1078.0
2024-10-26,30,1758.0
2024-10-27,20,1037.0
2024-10-28,35,1821.0
2024-10-29,37,1790.0
2024-10-30,38,2166.0
2024-10-31,33,1210.0
2024-11-01,42,2730.0
2024-11-02,20,768.0
2024-11-03,34,2029.0
2024-11-04,37,2121.0
2024-11-05,44,2529.0
2024-11-06,53,2784.0
2024-11-07,27,1191.0
2024-11-08,49,3078.0
2024-11-09,31,1775.0
2024-11-10,32,1638.0
2024-11-11,37,2098.0
2024-11-12,42,2256.0
2024-11-13,44,2848.0
2024-11-14,37,2416.0
2024-11-15,55,2504.0
2024-11-16,28,1160.0
2024-11-17,41,2525.0
2024-11-18,43,2349.0
2024-11-19,50,2325.0
2024-11-20,50,2426.0
2024-11-21,29,1425.0
2024-11-22,52,2615.0
2024-11-23,27,1208.0
2024-11-24,35,1928.0
2024-11-25,42,1835.0
2024-11-26,55,2961.0
2024-11-27,36,1679.0
2024-11-28,40,2150.0
2024-11-29,42,2184.0
2024-11-30,29,1080.0
2024-12-01,32,1633.0
2024-12-02,46,2057.0
2024-12-03,42,1651.0
2024-12-04,47,2434.0
2024-12-05,37,1416.0
2024-12-06,45,2508.0
2024-12-07,25,1008.0
2024-12-08,38,2047.0
2024-12-09,38,1738.0
2024-12-10,43,2108.0
2024-12-11,34,1859.0
2024-12-12,41,2122.0
2024-12-13,32,1990.0
2024-12-14,34,1559.0
2024-12-15,26,1043.0
2024-12-16,43,1620.0
2024-12-17,45,1975.0
2024-12-18,46,2103.0
2024-12-19,39,2340.0
2024-12-20,42,2581.0
2024-12-21,24,1021.0
2024-12-22,38,1729.0
2024-12-23,54,2380.0
2024-12-24,,
2024-12-25,37,1835.0
2024-12-26,35,1872.0
2024-12-27,44,1711.0
2024-12-28,30,1482.0
2024-12-29,32,1715.0
2024-12-30,36,2011.0
2024-12-31,25,1099.0
